0	720.000000	63.000000
1	60148606.000000	28265.000000
2	71492068.000000	16864.000000
3	89611660.000000	655572.000000
4	118212688.000000	979094.000000
5	100265964.000000	829566.000000
6	95178690.000000	789354.000000
7	102370054.000000	847332.000000
8	87335632.000000	727111.000000
9	80023955.000000	666091.000000
10	107235726.000000	887425.000000
11	86190566.000000	714643.000000
12	95957387.000000	795325.000000
13	100897708.000000	834958.000000
14	88993797.000000	737792.000000
15	104405503.000000	864275.000000
16	91929527.000000	761588.000000
17	92265945.000000	764957.000000
18	109658750.000000	907066.000000
19	88533009.000000	734331.000000
20	100019084.000000	828271.000000
21	99274627.000000	822165.000000
22	87608137.000000	726103.000000
23	105519555.000000	873398.000000
24	93453328.000000	774536.000000
25	94512037.000000	783577.000000
26	103753829.000000	858423.000000
27	89504871.000000	742214.000000
28	103125412.000000	853832.000000
29	93656688.000000	775763.000000
30	89943332.000000	746303.000000
31	106831071.000000	884055.000000
32	86105358.000000	713814.000000
33	86563669.000000	719695.000000
34	102741155.000000	849830.000000
35	83505488.000000	693445.000000
36	107975807.000000	898591.000000
37	100213724.000000	831953.000000
38	85554371.000000	714497.000000
39	99053196.000000	825093.000000
40	91729008.000000	762041.000000
41	86294311.000000	720572.000000
42	102456755.000000	849852.000000
43	84146655.000000	702761.000000
44	99896933.000000	832851.000000
45	95864598.000000	793789.000000
46	87247790.000000	727884.000000
47	106783942.000000	883949.000000
48	93943816.000000	778799.000000
49	91375313.000000	757215.000000
50	104925175.000000	867834.000000
51	84486312.000000	700930.000000
52	101368011.000000	839123.000000
53	92158213.000000	763237.000000
54	81772598.000000	677889.000000
55	66412814.000000	552423.000000
56	68197264.000000	564953.000000
57	94577703.000000	783654.000000
58	97352978.000000	806372.000000
59	90532108.000000	750610.000000
60	108087294.000000	893960.000000
61	92358204.000000	765685.000000
62	98802659.000000	818400.000000
63	100088483.000000	828355.000000
64	91770881.000000	760730.000000
65	104450221.000000	864849.000000
66	95558872.000000	791905.000000
67	92111370.000000	763535.000000
68	108586715.000000	897806.000000
69	91241665.000000	756692.000000
70	99306674.000000	822604.000000
71	99294732.000000	822050.000000
72	92047392.000000	763651.000000
73	104260376.000000	863166.000000
74	95578935.000000	791552.000000
75	90755088.000000	752292.000000
76	107405256.000000	888346.000000
77	92115259.000000	763770.000000
78	98835235.000000	818880.000000
79	98684447.000000	817690.000000
80	93803171.000000	777673.000000
81	107973550.000000	893515.000000
82	87412982.000000	724443.000000
83	96681418.000000	801624.000000
84	104412020.000000	863753.000000
85	88695172.000000	734761.000000
86	103616871.000000	857424.000000
87	92140132.000000	763341.000000
88	88089026.000000	730401.000000
89	109352526.000000	904392.000000
90	91309849.000000	756899.000000
91	90786981.000000	752450.000000
92	108296063.000000	895603.000000
93	32829365.000000	26018.000000
94	68377766.000000	16706.000000
95	75941999.000000	290368.000000
96	91512140.000000	758219.000000
97	106570884.000000	881538.000000
98	90403235.000000	749932.000000
99	98656251.000000	817467.000000
100	102030475.000000	844561.000000
101	90990465.000000	754532.000000
102	104856526.000000	867615.000000
103	94297010.000000	781162.000000
104	89305096.000000	740177.000000
105	110048720.000000	910076.000000
106	89051791.000000	738388.000000
107	95329526.000000	789795.000000
108	101818156.000000	842325.000000
109	89979524.000000	746436.000000
110	107077143.000000	886665.000000
111	92868767.000000	769531.000000
112	88674134.000000	735259.000000
113	111200194.000000	919452.000000
114	88798104.000000	736217.000000
115	96702470.000000	800575.000000
116	103158433.000000	853958.000000
117	88526748.000000	733744.000000
118	104681668.000000	866826.000000
119	94754845.000000	785027.000000
120	90478783.000000	750386.000000
121	108405815.000000	896981.000000
122	90878282.000000	753412.000000
123	99917249.000000	827812.000000
124	100849141.000000	834750.000000
125	88620117.000000	734560.000000
126	105728542.000000	875369.000000
127	96658074.000000	800425.000000
128	87541887.000000	726020.000000
129	107074372.000000	886286.000000
130	91845384.000000	761549.000000
131	86969163.000000	725849.000000
132	106152687.000000	878651.000000
133	86642582.000000	722967.000000
134	98867539.000000	823637.000000
135	97568761.000000	807975.000000
136	87880598.000000	734133.000000
137	104266116.000000	863357.000000
138	93671259.000000	780684.000000
139	89523076.000000	742540.000000
140	106276942.000000	879474.000000
141	92481529.000000	766813.000000
142	102044700.000000	845161.000000
143	96286678.000000	797862.000000
144	91004852.000000	754471.000000
145	106341115.000000	880226.000000
146	93173121.000000	772426.000000
147	90639094.000000	751879.000000
148	107937747.000000	892864.000000
149	92175024.000000	764234.000000
150	100168375.000000	829578.000000
151	100473613.000000	832054.000000
152	90731032.000000	752369.000000
153	109177333.000000	903311.000000
154	92355775.000000	766054.000000
155	91433464.000000	758874.000000
156	107787040.000000	891861.000000
157	89653188.000000	743433.000000
158	100190369.000000	830232.000000
159	99057836.000000	819980.000000
160	86835717.000000	720035.000000
161	108108935.000000	894578.000000
162	90459063.000000	749504.000000
163	90372112.000000	749620.000000
164	108688445.000000	899245.000000
165	89378683.000000	740993.000000
166	106149016.000000	879709.000000
167	105885923.000000	875812.000000
168	88001616.000000	729808.000000
169	104785206.000000	866998.000000
170	94790736.000000	785412.000000
171	88357233.000000	732852.000000
172	110293686.000000	911934.000000
173	87193671.000000	723256.000000
174	96500901.000000	799407.000000
175	101776827.000000	842249.000000
176	85723416.000000	710442.000000
177	106909093.000000	884786.000000
178	91202695.000000	755557.000000
179	94434160.000000	782503.000000
180	107294444.000000	887253.000000
181	89790742.000000	744448.000000
182	100676286.000000	833774.000000
183	98800185.000000	818102.000000
184	37955071.000000	154198.000000
185	69741549.000000	16173.000000
186	71106974.000000	175575.000000
187	92190710.000000	764144.000000
188	105273446.000000	870565.000000
189	90236876.000000	748969.000000
190	100854438.000000	835618.000000
191	100512555.000000	832080.000000
192	92942303.000000	770354.000000
193	106536471.000000	881621.000000
194	96235592.000000	797197.000000
195	94861507.000000	786291.000000
196	105911523.000000	876394.000000
197	90575801.000000	750516.000000
198	97820539.000000	810487.000000
199	103327233.000000	854961.000000
200	90287720.000000	748943.000000
201	105561252.000000	873325.000000
202	94695097.000000	784135.000000
203	92261936.000000	765324.000000
204	107393505.000000	888396.000000
205	93155078.000000	772189.000000
206	103181983.000000	854429.000000
207	100230510.000000	829327.000000
208	91916797.000000	766977.000000
209	103701776.000000	858811.000000
210	88645101.000000	739517.000000
211	90698610.000000	757450.000000
212	107510388.000000	889786.000000
213	87558352.000000	731175.000000
214	107669260.000000	892046.000000
215	103817948.000000	858687.000000
216	91336240.000000	756900.000000
217	104980702.000000	868611.000000
218	92609274.000000	767209.000000
219	93071744.000000	771772.000000
220	104859267.000000	867542.000000
221	89896718.000000	745306.000000
222	97760234.000000	810357.000000
223	97793468.000000	809629.000000
224	91757957.000000	760884.000000
225	104994975.000000	869174.000000
226	93321295.000000	773080.000000
227	91634306.000000	764736.000000
228	104263043.000000	862843.000000
